name,ID,File #,Action Date,Title,Vote,Meeting Body,month,year,category,summary,scorer_field,affordable_housing_development_score,tenant_protections_score,homelessness_and_supportive_housing_score,faster_permitting_process_and_bureaucracy_score,land_use_and_zoning_reform_score
Hillary_Ronen ,46561,230505.0,2023-10-30,"Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a",Aye,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF ordinance for Wawona St. & 45th Ave Cultural Center Special Use District, redevelopment facilitation, zoning map amendment.","""Land Use and Zoning Reforms"", ""Aye"", ""Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a""",0.0,0.0,0.0,0.0,0.8
Hillary_Ronen ,46562,230505.0,2023-10-30,"Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a",Aye,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"""SF ordinance for Wawona St & 45th Ave Cultural Center Special Use District, aiding redevelopment, with Coastal Program amendment.""","""Land Use and Zoning Reforms"", ""Aye"", ""Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a""",0.0,0.0,0.0,0.0,0.8
Hillary_Ronen ,46563,230768.0,2023-10-30,"Ordinance amending the Public Works Code to streamline and authorize the approval of certain neighborhood amenities, also known as Love Our Neighborhoods Projects, in sidewalks and other public right-of-ways within the Department of Public Works’ jurisdiction, to reduce fees for certain minor encroachment permits, to waive certain annual encroachment assessments, to clarify the approval process for commemorative plaques, and to clarify the permitting, revocation, and restoration requirements for all minor encroachment permits; and affirming the Planning Department’s determination under the Cal",Aye,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF amends Public Works Code for streamlined approval of neighborhood projects, reduced fees, and clarified permit processes.","""Land Use and Zoning Reforms"", ""Aye"", ""Ordinance amending the Public Works Code to streamline and authorize the approval of certain neighborhood amenities, also known as Love Our Neighborhoods Projects, in sidewalks and other public right-of-ways within the Department of Public Works’ jurisdiction, to reduce fees for certain minor encroachment permits, to waive certain annual encroachment assessments, to clarify the approval process for commemorative plaques, and to clarify the permitting, revocation, and restoration requirements for all minor encroachment permits; and affirming the Planning Department’s determination under the Cal""",0.0,0.0,0.0,0.0,0.8
Hillary_Ronen ,46564,230929.0,2023-10-13,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $100,000 from the Purchaser Business Group on Health for participation in a program, entitled “CalHIVE Behavioral Health Integration (BHI) Improvement Collaborative,” for the period of July 1, 2023, through January 31, 2027.",Aye,Homelessness and Behavioral Health Select Committee,10,2023,Non-Housing/NaN,"SF authorizes $100,000 grant for CalHIVE BHI Improvement Collaborative in Public Health Dept. for 2023-2027.","""Non-Housing/NaN"", ""Aye"", ""Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $100,000 from the Purchaser Business Group on Health for participation in a program, entitled “CalHIVE Behavioral Health Integration (BHI) Improvement Collaborative,” for the period of July 1, 2023, through January 31, 2027.""",0.0,0.0,0.0,0.0,0.0
Hillary_Ronen ,46565,230990.0,2023-10-13,"Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for services at the Cova Non-Congregate Shelter; extending the grant term by 10 months from November 1, 2023, for a total term of December 18, 2021, through August 31, 2024; increasing the agreement amount by $5,150,877 for a total amount not to exceed $15,091,353; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or",Aye,Homelessness and Behavioral Health Select Committee,10,2023,Homelessness and Supportive Housing,"SF extends grant for Cova Shelter services, adding $5.15M, term to Aug 2024, allowing modifications within limits.","""Homelessness and Supportive Housing"", ""Aye"", ""Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for services at the Cova Non-Congregate Shelter; extending the grant term by 10 months from November 1, 2023, for a total term of December 18, 2021, through August 31, 2024; increasing the agreement amount by $5,150,877 for a total amount not to exceed $15,091,353; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or""",0.0,0.0,0.8,0.0,0.0
Hillary_Ronen ,46566,230991.0,2023-10-13,"Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at the Henry Hotel, a permanent supportive housing site; extending the grant term by 20 months from October 31, 2023, for a total term of July 1, 2019, through June 30, 2025; increasing the agreement amount by $4,853,433 for a total amount not to exceed $14,591,945; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not mater",Aye,Homelessness and Behavioral Health Select Committee,10,2023,Homelessness and Supportive Housing,"SF extends grant for Henry Hotel supportive housing, adding $4.8M, term to June 2025, for property management and services.","""Homelessness and Supportive Housing"", ""Aye"", ""Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at the Henry Hotel, a permanent supportive housing site; extending the grant term by 20 months from October 31, 2023, for a total term of July 1, 2019, through June 30, 2025; increasing the agreement amount by $4,853,433 for a total amount not to exceed $14,591,945; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not mater""",0.0,0.0,0.8,0.0,0.0
Hillary_Ronen ,46567,230992.0,2023-10-13,"Resolution approving the first amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at five permanent supportive housing buildings; extending the grant term by 16 months from February 29, 2024, for a total term of January 1, 2021, through June 30, 2025; increasing the agreement amount by $20,829,789 for a total amount not to exceed $47,159,399; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materiall",Aye,Homelessness and Behavioral Health Select Committee,10,2023,Homelessness and Supportive Housing,"SF extends grant for supportive housing services, adds $20.8M, and allows modifications.","""Homelessness and Supportive Housing"", ""Aye"", ""Resolution approving the first amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at five permanent supportive housing buildings; extending the grant term by 16 months from February 29, 2024, for a total term of January 1, 2021, through June 30, 2025; increasing the agreement amount by $20,829,789 for a total amount not to exceed $47,159,399; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materiall""",0.0,0.0,0.8,0.0,0.0
Hillary_Ronen ,46568,231010.0,2023-10-13,"Resolution authorizing the Office of the Mayor and the Department of Homelessness and Supportive Housing to solicit donations from various private entities and organizations to support the expansion of temporary shelter and other homeless services to support people experiencing homelessness, notwithstanding the Behested Payment Ordinance.",Aye,Homelessness and Behavioral Health Select Committee,10,2023,Homelessness and Supportive Housing,"SF resolution allows Mayor's Office to seek donations for homeless services expansion, bypassing Behested Payment Ordinance.","""Homelessness and Supportive Housing"", ""Aye"", ""Resolution authorizing the Office of the Mayor and the Department of Homelessness and Supportive Housing to solicit donations from various private entities and organizations to support the expansion of temporary shelter and other homeless services to support people experiencing homelessness, notwithstanding the Behested Payment Ordinance.""",0.0,0.0,0.8,0.0,0.0
Hillary_Ronen ,46569,230974.0,2023-09-29,"Resolution authorizing and approving the Director of Property, on behalf of the Department of Homelessness and Supportive Housing, to negotiate and enter into a sublease agreement for 312,000 square feet of property owned by the California State Lands Commission and leased to the California Department of Parks and Recreation, for the City’s continued use as the Bayview Vehicle Triage Center at Candlestick Point State Recreation Area, for a term of two years commencing on or about January 13, 2024, through January 12, 2026, for a base rent of $312,000 per year; authorizing the Director of Prope",Aye,Homelessness and Behavioral Health Select Committee,9,2023,Homelessness and Supportive Housing,"Authorize sublease for Bayview Vehicle Triage Center at Candlestick Point State Recreation Area for 2 years at $312,000/year.","""Homelessness and Supportive Housing"", ""Aye"", ""Resolution authorizing and approving the Director of Property, on behalf of the Department of Homelessness and Supportive Housing, to negotiate and enter into a sublease agreement for 312,000 square feet of property owned by the California State Lands Commission and leased to the California Department of Parks and Recreation, for the City’s continued use as the Bayview Vehicle Triage Center at Candlestick Point State Recreation Area, for a term of two years commencing on or about January 13, 2024, through January 12, 2026, for a base rent of $312,000 per year; authorizing the Director of Prope""",0.0,0.0,0.8,0.0,0.0
Hillary_Ronen ,46570,230519.0,2023-09-29,"Hearing on the Department of Homelessness and Supportive Housing's Strategic Plan, to understand how the department prepares its approach to homelessness as far as available beds in the system whether permanent or temporary, the number of available openings on the waitlist for each program, how the department maintains its coordinated entry system with the number of individuals awaiting for housing and those who do not qualify for housing, and how the impact of the strategic plan's implementation will have on street conditions over the next five years; and requesting the Department of Homeless",Aye,Homelessness and Behavioral Health Select Committee,9,2023,Homelessness and Supportive Housing,"SF hearing on Homelessness Dept's Strategic Plan for beds, waitlist, entry system, housing impact, street conditions in 5 years.","""Homelessness and Supportive Housing"", ""Aye"", ""Hearing on the Department of Homelessness and Supportive Housing's Strategic Plan, to understand how the department prepares its approach to homelessness as far as available beds in the system whether permanent or temporary, the number of available openings on the waitlist for each program, how the department maintains its coordinated entry system with the number of individuals awaiting for housing and those who do not qualify for housing, and how the impact of the strategic plan's implementation will have on street conditions over the next five years; and requesting the Department of Homeless""",0.0,0.0,0.8,0.0,0.0
