name,ID,File #,Action Date,Title,Vote,Meeting Body,month,year,category,summary,scorer_field,affordable_housing_development_score,tenant_protections_score,homelessness_and_supportive_housing_score,faster_permitting_process_and_bureaucracy_score,land_use_and_zoning_reform_score
Dean_Preston,4206,230701,2023-10-30,"Ordinance amending the Planning Code to 1) permit additional commercial, retail, and restaurant uses on the ground floor in certain neighborhood commercial districts (NCDs) and residential districts; 2) principally permit Flexible Retail on the ground floor in NCDs and Chinatown mixed use districts; 3) principally permit Retail Professional Services uses on all floors and conditionally permit Non-Retail Professional Services on the ground floor in specified NCDs; 4) create regulations for music entertainment venues and non-profit theaters distinct from regulations for Bars; 5) allow Limited Co",Excused,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF amendment for varied retail, professional services, venue rules in NCDs.","""Land Use and Zoning Reforms"", ""Excused"", ""Ordinance amending the Planning Code to 1) permit additional commercial, retail, and restaurant uses on the ground floor in certain neighborhood commercial districts (NCDs) and residential districts; 2) principally permit Flexible Retail on the ground floor in NCDs and Chinatown mixed use districts; 3) principally permit Retail Professional Services uses on all floors and conditionally permit Non-Retail Professional Services on the ground floor in specified NCDs; 4) create regulations for music entertainment venues and non-profit theaters distinct from regulations for Bars; 5) allow Limited Co""",0.0,0,0,0,0
Dean_Preston,4207,230701,2023-10-30,"Ordinance amending the Planning Code to 1) permit additional commercial, retail, and restaurant uses on the ground floor in certain neighborhood commercial districts (NCDs) and residential districts; 2) principally permit Flexible Retail on the ground floor in NCDs and Chinatown mixed use districts; 3) principally permit Retail Professional Services uses on all floors and conditionally permit Non-Retail Professional Services on the ground floor in specified NCDs; 4) create regulations for music entertainment venues and non-profit theaters distinct from regulations for Bars; 5) allow Limited Co",Excused,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF amendment for varied retail, professional services, venue rules in NCDs.","""Land Use and Zoning Reforms"", ""Excused"", ""Ordinance amending the Planning Code to 1) permit additional commercial, retail, and restaurant uses on the ground floor in certain neighborhood commercial districts (NCDs) and residential districts; 2) principally permit Flexible Retail on the ground floor in NCDs and Chinatown mixed use districts; 3) principally permit Retail Professional Services uses on all floors and conditionally permit Non-Retail Professional Services on the ground floor in specified NCDs; 4) create regulations for music entertainment venues and non-profit theaters distinct from regulations for Bars; 5) allow Limited Co""",0.0,0,0,0,-0.1
Dean_Preston,4208,230505,2023-10-30,"Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a",Excused,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF ordinance for Wawona St. & 45th Ave. Cultural Center Special Use District, aiding redevelopment & zoning map changes.","""Land Use and Zoning Reforms"", ""Excused"", ""Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a""",0.0,0,0,0,-0.1
Dean_Preston,4209,230505,2023-10-30,"Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a",Excused,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF ordinance for Wawona St. & 45th Ave. Cultural Center Special Use District, aiding redevelopment, with zoning and environmental approvals.","""Land Use and Zoning Reforms"", ""Excused"", ""Ordinance amending the Planning Code to create the Wawona Street and 45th Avenue Cultural Center Special Use District (Assessor’s Parcel Block No. 2513, Lot No. 026) to facilitate the redevelopment of a cultural center; amending the Zoning Map to show the Wawona Street and 45th Avenue Cultural Center Special Use District; amending the Local Coastal Program to add the Wawona Street and 45th Avenue Cultural Center Special Use District, subject to certification by the California Coastal Commission; affirming the Planning Department’s determination under the California Environmental Quality Act; a""",0.0,0,0,0,-0.2
Dean_Preston,4210,230768,2023-10-30,"Ordinance amending the Public Works Code to streamline and authorize the approval of certain neighborhood amenities, also known as Love Our Neighborhoods Projects, in sidewalks and other public right-of-ways within the Department of Public Works’ jurisdiction, to reduce fees for certain minor encroachment permits, to waive certain annual encroachment assessments, to clarify the approval process for commemorative plaques, and to clarify the permitting, revocation, and restoration requirements for all minor encroachment permits; and affirming the Planning Department’s determination under the Cal",Excused,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF Public Works Code amended for streamlined approval of neighborhood projects, reduced fees, and clarified permit processes.","""Land Use and Zoning Reforms"", ""Excused"", ""Ordinance amending the Public Works Code to streamline and authorize the approval of certain neighborhood amenities, also known as Love Our Neighborhoods Projects, in sidewalks and other public right-of-ways within the Department of Public Works’ jurisdiction, to reduce fees for certain minor encroachment permits, to waive certain annual encroachment assessments, to clarify the approval process for commemorative plaques, and to clarify the permitting, revocation, and restoration requirements for all minor encroachment permits; and affirming the Planning Department’s determination under the Cal""",0.0,0,0,0,-0.1
Dean_Preston,4211,230446,2023-10-30,"Ordinance amending the Planning Code to encourage housing production by 1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; 2) removing the Conditional Use requirement for several types of housing projec",Excused,Land Use and Transportation Committee,10,2023,Affordable Housing Development,SF ordinance to boost housing by exempting projects in certain areas from review procedures and Conditional Use requirements.,"""Affordable Housing Development"", ""Excused"", ""Ordinance amending the Planning Code to encourage housing production by 1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; 2) removing the Conditional Use requirement for several types of housing projec""","- Increase in Affordable Units: The ordinance aims to encourage housing production by exempting certain housing projects from notice and review procedures and Conditional Use requirements, potentially leading to an increase in affordable units.
- Accessibility and Allocation: By streamlining the approval process for housing projects, the accessibility to affordable housing may improve, but the equitable allocation of units is not explicitly addressed.
- Affordability Sustainability: The long-term affordability of the units is not directly mentioned in the summary provided.

Based on the information provided, the impact of this ordinance on affordable housing development seems positive, focusing on streamlining processes to encourage housing production. However, without specific details on long-term affordability and equitable allocation, the overall score is limited.

Therefore, the score for ""Affordable Housing Development"" based on the given information and the official being excused is: **0.4**",0,0,0,0
Dean_Preston,4212,231142,2023-10-30,"Ordinance amending the Planning Code to encourage housing production by (1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; (2) removing the Conditional Use requirement for several types of housing proj",Excused,Land Use and Transportation Committee,10,2023,Affordable Housing Development,SF ordinance to boost housing by easing review for projects outside Priority Equity Geographies and RH Districts.,"""Affordable Housing Development"", ""Excused"", ""Ordinance amending the Planning Code to encourage housing production by (1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; (2) removing the Conditional Use requirement for several types of housing proj""","- Increase in Affordable Units: The ordinance aims to encourage housing production by exempting certain housing projects from notice and review procedures and Conditional Use requirements, potentially leading to an increase in affordable units.
- Accessibility and Allocation: By streamlining the approval process for housing projects, the accessibility to affordable housing may improve, and units may be allocated more efficiently.
- Affordability Sustainability: The long-term affordability of these units may be preserved as the ordinance aims to incentivize housing production.

Based on the information provided, the city official was ""Excused"" from voting on this ordinance related to affordable housing development. Given the potential positive impacts on affordable housing development outlined above, the score for this resolution would be positive. 

Therefore, the score for this resolution would be around ""0.6"".",0,0,0,0
Dean_Preston,4213,231142,2023-10-30,"Ordinance amending the Planning Code to encourage housing production by (1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; (2) removing the Conditional Use requirement for several types of housing proj",Excused,Land Use and Transportation Committee,10,2023,Affordable Housing Development,SF ordinance to boost housing by easing review for projects outside Priority Equity Geographies and RH Districts.,"""Affordable Housing Development"", ""Excused"", ""Ordinance amending the Planning Code to encourage housing production by (1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; (2) removing the Conditional Use requirement for several types of housing proj""","- Increase in Affordable Units: The ordinance aims to encourage housing production by exempting certain housing projects from notice and review procedures and Conditional Use requirements, potentially leading to an increase in affordable units.
- Accessibility and Allocation: By streamlining the approval process for housing projects, the accessibility to affordable housing may improve, but the equitable allocation of units is not explicitly addressed in the summary.
- Affordability Sustainability: The long-term affordability of the units is not directly mentioned in the summary.

Based on the information provided, the impact on Affordable Housing Development seems positive overall, with a focus on increasing housing production. However, the lack of details on equitable allocation and affordability sustainability may raise some concerns.

Therefore, the score for ""Affordable Housing Development"" based on the given information and the official's vote of ""Excused"" would be: 0.4",0,0,0,0
Dean_Preston,4214,220709,2023-10-23,"Ordinance amending the Planning Code to change the zoning controls in the Castro Street Neighborhood Commercial District to exclude Article 10 Landmark buildings from use size limitation and allow Nighttime Entertainment with a Conditional Use authorization on the second floor; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1, and findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF zoning change in Castro St. NCD for landmark buildings, nighttime entertainment on 2nd floor with Conditional Use.","""Land Use and Zoning Reforms"", ""Aye"", ""Ordinance amending the Planning Code to change the zoning controls in the Castro Street Neighborhood Commercial District to exclude Article 10 Landmark buildings from use size limitation and allow Nighttime Entertainment with a Conditional Use authorization on the second floor; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan and the eight priority policies of Planning Code, Section 101.1, and findings of public necessity, convenience, and welfare under Planning Code, Section 302.""",0.0,0,0,0,0.5
Dean_Preston,4215,230924,2023-10-23,"Ordinance amending the Planning Code to create the Non-Profit Arts Education Special Use District (Assessor’s Parcel Block No. 49, Lot No. 1, generally bounded by Francisco Street, Jones Street, Chestnut Street, and Leavenworth Street, and numbered as 800 Chestnut Street); amending the Zoning Map to show the Non-Profit Arts Education Special Use District; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101; and making findings of publ",Aye,Land Use and Transportation Committee,10,2023,Land Use and Zoning Reforms,"SF ordinance establishes Non-Profit Arts Education Special Use District at 800 Chestnut Street, aligning with city plans and public interest.","""Land Use and Zoning Reforms"", ""Aye"", ""Ordinance amending the Planning Code to create the Non-Profit Arts Education Special Use District (Assessor’s Parcel Block No. 49, Lot No. 1, generally bounded by Francisco Street, Jones Street, Chestnut Street, and Leavenworth Street, and numbered as 800 Chestnut Street); amending the Zoning Map to show the Non-Profit Arts Education Special Use District; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101; and making findings of publ""",0.0,0,0,0,0.6
